rank,priority_tier,resource_kind,usefulness_score,title,author,year,category,collection,source_url,download_url,public_domain_status,commercial_use_status,rights_basis,recommended_use,file_path,word_count,reading_hours_estimate,work_group_key,edition_or_volume_count
1,Tier 1 - core beta study library,Commentary,1490,Christology of the Old Testament: And a Commentary on the Messianic Predictions. Vol. 2,Ernst Wilhelm Hengstenberg and Theodore Meyer,2009,Commentaries,Commentary,https://www.gutenberg.org/ebooks/30608,https://www.gutenberg.org/ebooks/30608.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/30608.,Public-domain commentary or exposition for secondary study after reading Scripture.,data/library/verified/christology-of-the-old-testament-and-a-commentary-on-the-messianic-predictions-vol-2-ernst-wilhelm-hengstenber.txt,200869,22.3,christology of the old testament and a commentary on the messianic predictions|ernst wilhelm hengstenberg and theodore meyer,1
134,Tier 2 - high-value study expansion,Commentary,1320,A commentary on Ecclesiastes,"Dale, Thomas Pelham",2024,Commentaries,Commentary,https://www.gutenberg.org/ebooks/72761,https://www.gutenberg.org/ebooks/72761.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/72761.,Public-domain commentary or exposition for secondary study after reading Scripture.,data/library/verified/a-commentary-on-ecclesiastes-dale-thomas-pelham.txt,82908,9.2,a commentary on ecclesiastes|dale thomas pelham,1
135,Tier 2 - high-value study expansion,Commentary,1320,A critical and exegetical commentary on Genesis,"Skinner, John",2025,Commentaries,Commentary,https://www.gutenberg.org/ebooks/77363,https://www.gutenberg.org/ebooks/77363.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/77363.,Public-domain commentary or exposition for secondary study after reading Scripture.,data/library/verified/a-critical-and-exegetical-commentary-on-genesis-skinner-john.txt,315315,35.0,a critical and exegetical commentary on genesis|skinner john,1
136,Tier 2 - high-value study expansion,Commentary,1320,An analyticall exposition of both the Epistles of the Apostle Peter,"Ames, William",2024,Commentaries,Commentary,https://www.gutenberg.org/ebooks/72645,https://www.gutenberg.org/ebooks/72645.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/72645.,Public-domain commentary or exposition for secondary study after reading Scripture.,data/library/verified/an-analyticall-exposition-of-both-the-epistles-of-the-apostle-peter-ames-william.txt,93124,10.3,an analyticall exposition of both the epistles of the apostle peter|ames william,1
137,Tier 2 - high-value study expansion,Commentary,1320,"Commentary on Genesis, Vol. 1: Luther on the Creation",Martin Luther,2015,Commentaries,Commentary,https://www.gutenberg.org/ebooks/48193,https://www.gutenberg.org/ebooks/48193.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,Verified. Source reviewed from https://www.gutenberg.org/ebooks/48193.,Public-domain Genesis commentary for historical comparison.,data/library/verified/commentary-on-genesis-vol-1-luther-on-the-creation-martin-luther.txt,174259,19.4,commentary on genesis luther on the creation|martin luther,1
138,Tier 2 - high-value study expansion,Commentary,1320,"Commentary on Genesis, Vol. 2: Luther on Sin and the Flood","Luther, Martin and Lenker, John Nicholas",2009,Commentaries,Commentary,https://www.gutenberg.org/ebooks/27978,https://www.gutenberg.org/ebooks/27978.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/27978.,Public-domain commentary or exposition for secondary study after reading Scripture.,data/library/verified/commentary-on-genesis-vol-2-luther-on-sin-and-the-flood-luther-martin-and-lenker-john-nicholas.txt,129343,14.4,commentary on genesis luther on sin and the flood|luther martin and lenker john nicholas,1
139,Tier 2 - high-value study expansion,Commentary,1320,Commentary on the Epistle to the Galatians,Martin Luther,1998,Commentaries,Commentary,https://www.gutenberg.org/ebooks/1549,https://www.gutenberg.org/ebooks/1549.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,Verified. Source reviewed from https://www.gutenberg.org/ebooks/1549.,Public-domain Galatians commentary for historical comparison.,data/library/verified/commentary-on-the-epistle-to-the-galatians-martin-luther.txt,85728,9.5,commentary on the epistle to the galatians|martin luther,1
140,Tier 2 - high-value study expansion,Commentary,1320,Lectures introductory to the study of the Gospels,"Kelly, William, 1821-1906",2026,Commentaries,William Kelly Collection,https://archive.org/download/cu31924031187754/cu31924031187754_djvu.txt,https://archive.org/download/cu31924031187754/cu31924031187754_djvu.txt,verified,verified_allowed_public_domain,verified public domain. Source reviewed from https://archive.org/download/cu31924031187754/cu31924031187754_djvu.txt.,William Kelly Bible exposition for commentary comparison and teaching preparation. OCR text should be spot-checked before quotation.,data/library/verified/lectures-introductory-to-the-study-of-the-gospels-kelly-william-1821-1906.txt,183295,20.4,lectures introductory to the study of the gospels|kelly william 1821 1906,1
141,Tier 2 - high-value study expansion,Bible Study Reference,1320,"Medica Sacra Or, A Commentary on the Most Remarkable Diseases Mentioned in the Holy Scriptures",Richard Mead and Thomas Stack,2010,Dictionaries,Bible Dictionaries,https://www.gutenberg.org/ebooks/31203,https://www.gutenberg.org/ebooks/31203.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/31203.,"Reference work for definitions, places, names, or historical background.",data/library/verified/medica-sacra-or-a-commentary-on-the-most-remarkable-diseases-mentioned-in-the-holy-scriptures-richard-mead-and.txt,24928,2.8,medica sacra or a commentary on the most remarkable diseases mentioned in the holy scriptures|richard mead and thomas stack,1
142,Tier 2 - high-value study expansion,Commentary,1320,Notes on the Apocalypse,"Steele, David",2004,Commentaries,Commentary,https://www.gutenberg.org/ebooks/14485,https://www.gutenberg.org/ebooks/14485.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/14485.,Public-domain commentary or exposition for secondary study after reading Scripture.,data/library/verified/notes-on-the-apocalypse-steele-david.txt,101206,11.2,notes on the apocalypse|steele david,1
143,Tier 2 - high-value study expansion,Commentary,1320,Pulpit prayers,Alexander Maclaren,2026,Commentaries,Alexander Maclaren Collection,https://archive.org/download/pulpitprayers00macl/pulpitprayers00macl_djvu.txt,https://archive.org/download/pulpitprayers00macl/pulpitprayers00macl_djvu.txt,verified,verified_allowed_public_domain,verified public domain. Source reviewed from https://archive.org/download/pulpitprayers00macl/pulpitprayers00macl_djvu.txt.,Alexander Maclaren public-domain exposition for devotional commentary comparison and sermon preparation.,data/library/verified/pulpit-prayers-alexander-maclaren.txt,99804,11.1,pulpit prayers|alexander maclaren,1
144,Tier 2 - high-value study expansion,Commentary,1320,St. Paul's Epistle to the Ephesians: A Practical Exposition,"Gore, Charles",2010,Commentaries,Commentary,https://www.gutenberg.org/ebooks/32016,https://www.gutenberg.org/ebooks/32016.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/32016.,Public-domain commentary or exposition for secondary study after reading Scripture.,data/library/verified/st-paul-s-epistle-to-the-ephesians-a-practical-exposition-gore-charles.txt,62573,7.0,st paul s epistle to the ephesians a practical exposition|gore charles,1
145,Tier 2 - high-value study expansion,Commentary,1320,St. Paul's Epistle to the Romans: A Practical Exposition. Vol. I,"Gore, Charles",2010,Commentaries,Commentary,https://www.gutenberg.org/ebooks/32673,https://www.gutenberg.org/ebooks/32673.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/32673.,Public-domain commentary or exposition for secondary study after reading Scripture.,data/library/verified/st-paul-s-epistle-to-the-romans-a-practical-exposition-vol-i-gore-charles.txt,71473,7.9,st paul s epistle to the romans a practical exposition|gore charles,1
146,Tier 2 - high-value study expansion,Commentary,1320,"The Revelation Explained: An Exposition, Text by Text, of the Apocalypse of St. John","Smith, F. G. (Frederick George)",2004,Commentaries,Commentary,https://www.gutenberg.org/ebooks/13229,https://www.gutenberg.org/ebooks/13229.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/13229.,Public-domain commentary or exposition for secondary study after reading Scripture.,data/library/verified/the-revelation-explained-an-exposition-text-by-text-of-the-apocalypse-of-st-john-smith-f-g-frederick-george.txt,124677,13.9,the revelation explained an exposition text by text of the apocalypse of st john|smith f g frederick george,1
147,Tier 2 - high-value study expansion,Commentary,1320,"The Song of Songs Translated from the Original Hebrew, with a Commentary, Historical and Critical",Christian D. Ginsburg,2022,Commentaries,Commentary,https://www.gutenberg.org/ebooks/69329,https://www.gutenberg.org/ebooks/69329.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/69329.,Public-domain commentary or exposition for secondary study after reading Scripture.,data/library/verified/the-song-of-songs-translated-from-the-original-hebrew-with-a-commentary-historical-and-critical-christian-d-gi.txt,88558,9.8,the song of songs translated from the original hebrew with a commentary historical and critical|christian d ginsburg,1
148,Tier 2 - high-value study expansion,Bible Study Reference,1315,A Class-Book of Biblical History and Geography with numerous maps,"Osborn, H. S. (Henry Stafford)",2017,Bible Handbooks,Bible Handbooks,https://www.gutenberg.org/ebooks/56019,https://www.gutenberg.org/ebooks/56019.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/56019.,"Book background, Bible geography, or Bible survey help for study preparation.",data/library/verified/a-class-book-of-biblical-history-and-geography-with-numerous-maps-osborn-h-s-henry-stafford.txt,70674,7.9,a class book of biblical history and geography with numerous maps|osborn h s henry stafford,1
149,Tier 2 - high-value study expansion,Bible Study Reference,1315,Bible Characters,T. De Witt Talmage; D. L. Moody; Joseph Parker,1896,Bible study helps,Bible study helps,https://www.gutenberg.org/ebooks/54736,https://www.gutenberg.org/ebooks/54736.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,Project Gutenberg catalog page reports public domain in the USA. Retain source/license notes for redistributed Project Gutenberg files.,Teacher background for Bible people and character lessons.,data/library/verified/bible-characters.txt,130931,14.5,bible characters|t de witt talmage d l moody joseph parker,1
150,Tier 2 - high-value study expansion,Commentary,1315,Current events in the light of the Bible,"Gaebelein, Arno Clemens, 1861-1945",1914,Commentaries,Gaebelein Collection,https://archive.org/download/currenteventsinl00gaeb/currenteventsinl00gaeb_djvu.txt,https://archive.org/download/currenteventsinl00gaeb/currenteventsinl00gaeb_djvu.txt,verified,verified_allowed_public_domain,verified public domain. Source reviewed from https://archive.org/download/currenteventsinl00gaeb/currenteventsinl00gaeb_djvu.txt.,Gaebelein Bible exposition and prophecy study resource. OCR text should be spot-checked before quotation.,data/library/verified/current-events-in-the-light-of-the-bible-gaebelein-arno-clemens-1861-1945.txt,68218,7.6,current events in the light of the bible|gaebelein arno clemens 1861 1945,1
151,Tier 2 - high-value study expansion,Commentary,1315,Synopsis of the books of the Bible,"Darby, J. N. (John Nelson), 1800-1882",2026,Commentaries,Darby Collection,https://archive.org/download/synopsisofbookso05darb/synopsisofbookso05darb_djvu.txt,https://archive.org/download/synopsisofbookso05darb/synopsisofbookso05darb_djvu.txt,verified,verified_allowed_public_domain,verified public domain. Source reviewed from https://archive.org/download/synopsisofbookso05darb/synopsisofbookso05darb_djvu.txt.,Darby Bible exposition or collected teaching for study and doctrinal review. OCR text should be spot-checked before quotation.,data/library/verified/synopsis-of-the-books-of-the-bible-darby-j-n-john-nelson-1800-1882.txt,199951,22.2,synopsis of the books of the bible|darby j n john nelson 1800 1882,1
152,Tier 2 - high-value study expansion,Commentary,1315,Synopsis of the books of the Bible,J. N. Darby,2026,Commentaries,J. N. Darby Collection,https://archive.org/download/synopsisofbookso01darb/synopsisofbookso01darb_djvu.txt,https://archive.org/download/synopsisofbookso01darb/synopsisofbookso01darb_djvu.txt,verified,verified_allowed_public_domain,verified public domain. Source reviewed from https://archive.org/download/synopsisofbookso01darb/synopsisofbookso01darb_djvu.txt.,"Darby public-domain Bible exposition or collected writing for historical comparison, with doctrinal discernment.",data/library/verified/synopsis-of-the-books-of-the-bible-j-n-darby.txt,211392,23.5,synopsis of the books of the bible|j n darby,1
153,Tier 2 - high-value study expansion,Commentary,1315,The Annotated Bible,A. C. Gaebelein,1921,Commentaries,A. C. Gaebelein Collection,https://archive.org/download/annotatedbible0004acga/annotatedbible0004acga_djvu.txt,https://archive.org/download/annotatedbible0004acga/annotatedbible0004acga_djvu.txt,verified,verified_allowed_public_domain,verified public domain. Source reviewed from https://archive.org/download/annotatedbible0004acga/annotatedbible0004acga_djvu.txt.,"Gaebelein public-domain-era prophecy or Bible exposition resource for study and teaching, with discernment labels.",data/library/verified/the-annotated-bible-a-c-gaebelein.txt,111542,12.4,the annotated bible|a c gaebelein,1
154,Tier 2 - high-value study expansion,Commentary,1315,the annotated bible : the holy scriptures analyzed and annotated,arno c. gaebelein,1913,Commentaries,Gaebelein Collection,https://archive.org/download/annotatedbibleho0001arno/annotatedbibleho0001arno_djvu.txt,https://archive.org/download/annotatedbibleho0001arno/annotatedbibleho0001arno_djvu.txt,verified,verified_allowed_public_domain,verified public domain. Source reviewed from https://archive.org/download/annotatedbibleho0001arno/annotatedbibleho0001arno_djvu.txt.,Gaebelein Bible exposition and prophecy study resource. OCR text should be spot-checked before quotation.,data/library/verified/the-annotated-bible-the-holy-scriptures-analyzed-and-annotated-arno-c-gaebelein.txt,142955,15.9,the annotated bible the holy scriptures analyzed and annotated|arno c gaebelein,1
